pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,precipitation,surface_pressure,datetime,aqi,pm25_log,pm25_lag_1h,pm25_lag_2h,pm25_lag_3h,pm25_lag_6h,pm25_lag_12h,pm25_lag_24h,pm25_lag_48h,pm25_roll_mean_3h,pm25_roll_std_3h,pm25_roll_mean_6h,pm25_roll_std_6h,pm25_roll_mean_12h,pm25_roll_std_12h,pm25_roll_mean_24h,pm25_roll_std_24h,pm10_lag_1h,pm10_lag_6h,nitrogen_dioxide_lag_1h,nitrogen_dioxide_lag_6h,carbon_monoxide_lag_1h,carbon_monoxide_lag_6h,wind_x,wind_y,hour_sin,hour_cos,month_sin,month_cos,stagnation_index,is_weekend,temp_diff_24h,hum_diff_24h
13.5,14.7,738.0,18.0,7.3,95.0,28.5,41.0,0.8,225.0,0.0,944.2,2026-06-08 07:00:00,54,2.6741486494265287,2.6461747973841225,2.6878474937846906,2.70805020110221,3.2268439945173775,2.6100697927420065,3.039749158970765,3.122364924487357,2.6693903135317805,0.021239932360814968,2.7712825105181733,0.15594328369981603,2.995965240902846,0.3067925341330318,2.8329233407146623,0.27585898011311,13.9,26.5,19.6,46.6,431.0,320.0,-0.5656854249492381,-0.565685424949238,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,1.4856381385702937,0,1.5,-4.0
10.2,12.8,898.0,15.7,8.8,119.0,31.1,32.0,1.7,198.0,0.0,945.1,2026-06-08 08:00:00,42,2.4159137783010487,2.6741486494265287,2.6461747973841225,2.6878474937846906,3.0492730404820207,2.833213344056216,2.714694743820879,3.169685580677429,2.5787457417039,0.14170857535359885,2.6657226334880115,0.14404333647322384,2.9611902770899152,0.3478241707109632,2.820474133818003,0.2879052876322823,14.7,21.8,18.0,35.2,738.0,193.0,-1.6167960777017611,-0.5253288904374104,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.8947828808522402,0,1.5,-7.0
9.7,14.3,762.0,11.9,8.8,139.0,33.6,27.0,2.7,212.0,0.0,945.6,2026-06-08 09:00:00,40,2.3702437414678603,2.4159137783010487,2.6741486494265287,2.6461747973841225,2.8622008809294686,3.0301337002713233,2.681021528714291,3.068052935133617,2.4867687230651465,0.1638745424661433,2.583729776911077,0.14973945147863002,2.9061994471896266,0.38600222643313725,2.8075250593494014,0.3011350664235266,12.8,17.9,15.7,28.8,898.0,135.0,-2.2897298596223505,-1.430782013429653,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,0.6406064166129352,0,1.3000000000000043,-2.0
9.9,17.8,478.0,7.3,8.1,156.0,35.7,22.0,4.5,256.0,0.0,945.6,2026-06-08 10:00:00,41,2.388762789235098,2.3702437414678603,2.4159137783010487,2.6741486494265287,2.70805020110221,3.3463891451671604,2.667228206581955,2.8213788864092133,2.3916401030013357,0.022970573936499254,2.5305152082665585,0.1534114292755612,2.826397250861955,0.3857139714217923,2.7959223336266157,0.31194629020713216,14.3,15.1,11.9,24.1,762.0,129.0,-1.088648530198505,-4.366330768241984,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.43432050713365417,0,1.8000000000000043,-2.0
10.1,19.7,265.0,4.0,7.3,169.0,36.5,20.0,5.2,258.0,0.0,945.3,2026-06-08 11:00:00,42,2.4069451083182885,2.388762789235098,2.3702437414678603,2.4159137783010487,2.6878474937846906,3.4995332823830174,2.681021528714291,2.772588722239781,2.388650546340416,0.018350940875795297,2.4836981440221577,0.13786981516628785,2.7353482363565607,0.33842910519760755,2.7845024827767824,0.32121456992230313,17.8,14.6,7.3,20.6,478.0,200.0,-1.0811407922523508,-5.086367523815789,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,0.38821695295456266,0,2.0,-4.0
10.4,21.2,218.0,2.8,6.7,175.0,37.5,18.0,4.3,246.0,0.0,945.1,2026-06-08 12:00:00,43,2.4336133554004498,2.4069451083182885,2.388762789235098,2.3702437414678603,2.6461747973841225,3.3877743613300146,2.7212954278522306,2.7536607123542622,2.4097737509846127,0.022558684266648664,2.4482712370248794,0.11280058368390224,2.6558348191957637,0.27788034367790604,2.772515729757958,0.32895037767491453,19.7,13.9,4.0,19.6,265.0,431.0,-1.7489675652259404,-3.928245467863184,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.45917233120763207,0,2.200000000000003,-4.0
10.3,21.5,242.0,2.9,6.0,177.0,38.2,16.0,4.4,263.0,0.0,944.5,2026-06-08 13:00:00,43,2.424802725718295,2.4336133554004498,2.4069451083182885,2.388762789235098,2.6741486494265287,3.2268439945173775,2.760009940032921,2.740840023925201,2.4217870631456777,0.013587476446219163,2.4067135830735067,0.023612676151484723,2.5889980467958402,0.2180723065251323,2.758548762494849,0.33653336177922016,21.2,14.7,2.8,18.0,218.0,738.0,-0.5362251109826476,-4.367203067221817,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.4490375417996842,0,2.8000000000000043,-5.0
10.4,21.8,275.0,3.4,5.5,177.0,38.8,14.0,6.5,278.0,0.0,943.8,2026-06-08 14:00:00,43,2.4336133554004498,2.424802725718295,2.4336133554004498,2.4069451083182885,2.4159137783010487,3.0492730404820207,2.760009940032921,2.72785282839839,2.430676478839732,0.00508681941909792,2.4096635125900736,0.025978968529465324,2.537693073039043,0.16619150184107206,2.744948904801829,0.34300463422025057,21.5,12.8,2.9,15.7,242.0,898.0,0.9046251562404255,-6.436742446820207,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,0.32448178072005995,0,3.3999999999999986,-9.0
10.2,21.4,251.0,2.7,5.1,179.0,38.7,14.0,8.3,283.0,0.0,943.4,2026-06-08 15:00:00,42,2.4159137783010487,2.4336133554004498,2.424802725718295,2.4336133554004498,2.3702437414678603,2.8622008809294686,2.72785282839839,2.7013612129514133,2.424776619806598,0.008849817428468054,2.4172751853956047,0.01738997480167367,2.5005024811533407,0.13373751968057307,2.7319514443811066,0.34952872261193046,21.8,14.3,3.4,11.9,275.0,762.0,1.867093751054079,-8.087271537717454,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387,0.25977567508613425,0,3.700000000000003,-10.0
10.1,20.7,237.0,2.5,4.9,179.0,38.4,14.0,8.8,287.0,0.0,943.1,2026-06-08 16:00:00,42,2.4069451083182885,2.4159137783010487,2.4336133554004498,2.424802725718295,2.388762789235098,2.70805020110221,2.681021528714291,2.681021528714291,2.4188240806732626,0.013570233805500027,2.42030557190947,0.012253247904808081,2.475410390088014,0.11865325165865093,2.7205315935312733,0.35568812014823825,21.4,17.8,2.7,7.3,251.0,478.0,2.5728710015600833,-8.415481852474713,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,0.24560664370594779,0,2.8999999999999986,-7.0
